tox_cas_edf_id,tox_chemical_name,tox_recognized,tox_suspected
79983-71-4,HEXACONAZOLE (ANVIL),,"cancer,endocrine"
80-05-7,"4,4'-ISOPROPYLIDENEDIPHENOL",,"cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,skin sense"
80-07-9,"1,1'-SULFONYLBIS(4-CHLOROBENZENE)",,neurotoxicity
80-08-0,DAPSONE,,"cardiovascular blood,kidney,musculoskeletal,neurotoxicity,respiratory"
80-15-9,CUMENE HYDROPEROXIDE,,respiratory
80-33-1,OVEX,,gastrointestinal liver
80-46-6,P-TERT-AMYLPHENOL,,"endocrine,skin sense"
80-56-8,"2,6,6-TRIMETHYLBICYCLO(3.1.1)-2-HEPT-2-ENE",,"neurotoxicity,respiratory,skin sense"
80-62-6,METHYL METHACRYLATE,,"cardiovascular blood,developmental,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
80-63-7,METHYL 2-CHLOROACRYLATE,,"gastrointestinal liver,respiratory,skin sense"
8000-48-4,"Oils, eucalyptus",,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
8001-35-2,CAMPHECHLOR,cancer,"cardiovascular blood,developmental,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
8001-50-1,TERPENE POLYCHLORINATES (STROBANE6),,kidney
8001-54-5,ALKYL DIMETHYLBENZYL AMMONIUM CHLORIDE,,"gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
8001-58-9,CREOSOTES,cancer,"immunotoxicity,neurotoxicity,skin sense"
8002-05-9,PETROLEUM DISTILLATES,,"cardiovascular blood,neurotoxicity,respiratory"
8002-09-3,ACEITE DE PINO,,neurotoxicity
8003-19-8,"1,3-DICHLOROPROPENE AND 1,2-DICHLOROPROPANE MIXTURE",cancer,"gastrointestinal liver,kidney,neurotoxicity"
8003-34-7,PYRETHRUM,,"cancer,gastrointestinal liver,immunotoxicity,respiratory,skin sense"
8004-13-5,"PHENYL ETHER-BIPHENYL MIXTURE, VAPOR",,"respiratory,skin sense"
8006-54-0,ADEPS LANE,,"immunotoxicity,skin sense"
8006-61-9,GASOLINE,,"cancer,kidney,neurotoxicity,respiratory,skin sense"
8006-64-2,TURPENTINE,,"cardiovascular blood,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
8007-45-2,COAL TARS,cancer,"respiratory,skin sense"
8008-20-6,KEROSENE,,"endocrine,gastrointestinal liver,neurotoxicity,respiratory"
8012-95-1,"OIL MIST, MINERAL",,"cancer,gastrointestinal liver,respiratory"
8018-01-7,MANCOZEB,cancer,"endocrine,immunotoxicity,skin sense"
8020-83-5,MINERAL OILS (UNTREATED AND MILDLY TREATED OILS),,"cancer,kidney,neurotoxicity"
8023-53-8,DICHLOROBENZALKONIUM CHLORIDE,,gastrointestinal liver
8030-30-6,VM & P (VARISH MAKERS & PAINTERS) NAPHTHA,,"endocrine,neurotoxicity,skin sense"
8032-32-4,BENZINE,,neurotoxicity
80474-14-2,FLUTICASONE PROPIONATE,developmental,cardiovascular blood
8050-09-7,BALS 3A,,"immunotoxicity,respiratory,skin sense"
8052-41-3,STODDARD SOLVENT,,neurotoxicity
8052-42-4,ASPHALT (PETROLEUM) FUMES,cancer,
8065-48-3,DEMETON,,neurotoxicity
80844-07-1,ETHOFENPROX (ETOFENPROX),,"cancer,gastrointestinal liver"
81-07-2,SACCHARIN,,"developmental,reproductive"
81-49-2,"1-AMINO-2,4-DIBROMOANTHRAQUINONE",cancer,"cardiovascular blood,gastrointestinal liver"
81-81-2,WARFARIN AND SALTS,developmental,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
81-88-9,C.I. FOOD RED 15,cancer,
81103-11-9,CLARITHROMYCIN,developmental,"gastrointestinal liver,neurotoxicity"
81131-70-6,PRAVASTATIN SODIUM,developmental,"cancer,neurotoxicity"
817-09-4,TRICHLORMETHINE (TRIMUSTINE HYDROCHLORIDE),cancer,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
818-61-1,2-(ACRYLOYLOXY)ETHANOL,,"immunotoxicity,skin sense"
82-28-0,1-AMINO-2-METHYLANTHRAQUINONE,cancer,gastrointestinal liver
82-68-8,QUINTOZENE,,"cancer,developmental,endocrine,gastrointestinal liver,immunotoxicity,reproductive,skin sense"
822-06-0,"HEXAMETHYLENE-1,6-DIISOCYANATE",,"immunotoxicity,respiratory,skin sense"
823-40-5,"2,6-DIAMINOTOLUENE",cancer,
824-11-3,TRIMETHYLOLPROPANE PHOSPHITE,,neurotoxicity
82410-32-0,GANCICLOVIR SODIUM,"cancer,developmental,reproductive",
82558-50-7,"2,6-DIMETHOXY-N-(3-(1-ETHYL-1-METHYLPROPYL)-5-ISOXAZOLYL)BENZAMID- E",,cancer
82560-54-1,"8-Oxa-3-thia-2,4-diazadecanoic acid, 2-methyl-4-(1-methylethyl)-7-oxo-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester",,"cardiovascular blood,gastrointestinal liver,neurotoxicity,skin sense"
826-62-0,Himic anhydride,,respiratory
82657-04-3,BIFENTHRIN,,"cancer,neurotoxicity"
82697-71-0,MON 21200 (GENESIS),,cancer
828-00-2,DIMETHOXANE,,gastrointestinal liver
82952-64-5,TRIMETREXATE GLUCURONATE,developmental,
83-32-9,ACENAPHTHENE,,gastrointestinal liver
83-34-1,3-METHYLINDOLE,,"respiratory,skin sense"
83-67-0,THEOBROMINE,,"endocrine,gastrointestinal liver,neurotoxicity,reproductive"
83-79-4,"ROTENONE, COMMERCIAL",,"gastrointestinal liver,neurotoxicity,respiratory"
83-89-6,MEPACRINE,,cardiovascular blood
83055-99-6,BENSULFURON METHYL,,gastrointestinal liver
83121-18-0,TEFLUBENZURON,,gastrointestinal liver
834-12-8,AMETRYN,,"gastrointestinal liver,neurotoxicity"
836-30-6,4-NDPA,,neurotoxicity
83657-22-1,UNICONAZOLE (PRUNIT),,cancer
838-88-0,"2,2-DIMETHYL-4,4-METHYLENEDIANILINE",cancer,"gastrointestinal liver,immunotoxicity,respiratory,skin sense"
83864-02-2,BIS(ADIPONITRILE)BIS(CYANOTRIPHENYLBORATO)NICKEL,cancer,
84-17-3,DIENESTROL,cancer,
84-61-7,"1,2-BENZENEDICARBOXYLIC ACID, DICYCLOHEXYL ESTER",,endocrine
84-65-1,"9,10-ANTHRACENEDIONE",,"cancer,gastrointestinal liver,kidney"
84-66-2,DIETHYL PHTHALATE,,"endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
84-74-2,DIBUTYL PHTHALATE,,"developmental,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,skin sense"
84-75-3,DI-N-HEXYLPHTHALATE,,"endocrine,reproductive"
84-76-4,"1,2-BENZENEDICARBOXYLIC ACID, DINONYL ESTER",,neurotoxicity
84087-01-4,QUINCLORAC (FACET),,"cardiovascular blood,gastrointestinal liver,kidney"
842-00-2,4-ethylsulfonylnaphthalene-1-sulfonamide,,cancer
842-07-9,C.I. SOLVENT YELLOW 14,cancer,gastrointestinal liver
846-49-1,LORAZEPAM,developmental,"cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity,respiratory"
846-50-4,TEMAZEPAM,developmental,"gastrointestinal liver,neurotoxicity"
84649-71-8,CHLORODECANE,,neurotoxicity
84852-15-3,4-NONYLPHENOL BRANCHED,,"endocrine,gastrointestinal liver"
85-00-7,"1,1'-AETHYLEN-2,2'-BIPYRIDINIUM-DIBROMID",,"kidney,neurotoxicity,skin sense"
85-01-8,PHENANTHRENE,,"respiratory,skin sense"
85-42-7,"1,2-CYCLOHEXANEDICARBOXYLIC ACID ANHYDRIDE",,respiratory
85-44-9,PHTHALIC ANHYDRIDE,,"gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
85-68-7,BENZYL BUTYL PHTHALATE,,"cancer,developmental,endocrine,neurotoxicity,reproductive"
85409-17-2,"Stannane, tributyl-, mono(naphthenoyloxy",,endocrine
86-30-6,N-NITROSODIPHENYLAMINE,cancer,"kidney,respiratory"
86-50-0,AZINPHOS-METHYL,,"neurotoxicity,respiratory"
86-54-4,HYDRALAZINE,,"immunotoxicity,neurotoxicity,respiratory,skin sense"
86-73-7,FLUORENE,,gastrointestinal liver
86-74-8,CARBAZOLE,cancer,
86-88-4,ANTU,,respiratory
86220-42-0,NAFARELIN ACETATE,developmental,
86290-81-5,ANTIKNOCK GASOLINE,,"cardiovascular blood,neurotoxicity"
86451-37-8,"N-NITROSOMETHYL-2,3-DIHYDROXYPROPYLAMINE",,"cancer,skin sense"
867-27-6,DEMETON-O-METHYL,,"cardiovascular blood,neurotoxicity"
868-77-9,2-(METHACRYLOYLOXY)ETHANOL,,"immunotoxicity,neurotoxicity,skin sense"
868-85-9,BIS(HYDROXYMETHYL)PHOSPHINE OXIDE,,"gastrointestinal liver,neurotoxicity,respiratory"
869-01-2,N-butyl-N-nitrosourea,,"cancer,cardiovascular blood,gastrointestinal liver,skin sense"
87-08-1,ORATREN,,"gastrointestinal liver,skin sense"
87-10-5,"3,4,5-TRIBRMOSALICYLANILIDE",,"immunotoxicity,skin sense"
87-29-6,CINNAMYL ANTHRANILATE,cancer,gastrointestinal liver
87-51-4,"ACETIC ACID, INDOLYL-",,developmental
87-62-7,"2,6-XYLIDINE",cancer,
87-66-1,Pyrogallol,,"cardiovascular blood,gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
87-68-3,"HEXACHLORO-1,3-BUTADIENE",,"cancer,cardiovascular blood,developmental,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive"
87-86-5,PENTACHLOROPHENOL,cancer,"cardiovascular blood,developmental,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,respiratory,skin sense"
87-90-1,"1,3,5-TRICHLORO-1,3,5-TRIAZINE-2,4,6 (1H,3H,5H)-TRIONE",,gastrointestinal liver
872-50-4,N-METHYL-2-PYRROLIDONE,developmental,"cardiovascular blood,kidney,neurotoxicity,reproductive"
87674-68-8,DIMETHENAMID (SAN 582H),,cancer
87818-31-3,CINCH (CINMETHYLIN),,gastrointestinal liver
87820-88-0,Tralkoxydim,,cancer
88-04-0,"4-CHLORO-3,5-XYLENOL",,"gastrointestinal liver,immunotoxicity,skin sense"
88-05-1,"ANILINE, 2,4,6-TRIMETHYL-",,"cancer,gastrointestinal liver,neurotoxicity"
88-06-2,"2,4,6-TRICHLOROPHENOL",cancer,"gastrointestinal liver,respiratory"
88-19-7,"TOLUENESULFONAMIDE, O-",,developmental
88-72-2,1-METHYL-2-NITROBENZENE,cancer,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
88-73-3,1-CHLORO-2-NITROBENZENE,,"cardiovascular blood,endocrine,gastrointestinal liver,skin sense"
88-74-4,O-NITROANILINE,,"cardiovascular blood,neurotoxicity"
88-75-5,2-NITROPHENOL,,"cardiovascular blood,neurotoxicity"
88-85-7,DINITROBUTYL PHENOL,"developmental,reproductive","cancer,endocrine,kidney,neurotoxicity,respiratory"
88-89-1,"2,4,6-TRINITROPHENOL",,"immunotoxicity,neurotoxicity,skin sense"
88208-15-5,"1-NITROSO-3,4,5-TRIMETHYLPIPERAZINE",,"cancer,gastrointestinal liver"
88283-41-4,PYRIFENOX (RO 15-1297/000),,gastrointestinal liver
886-50-0,"1,3,5-TRIAZINE-2,4-DIAMINE, N-(1,1-DIMETHYLETHYL)-N'-ETHYL-6-(METHYLTHIO)-",,cancer
88671-89-0,MYCLOBUTANIL,"developmental,reproductive",gastrointestinal liver
89-32-7,"1,2,4,5 BENZENETETRACARBOXYLIC 1,2:4,5 DIANHYDRIDE",,"neurotoxicity,respiratory"
89-72-5,O-SEC-BUTYLPHENOL,,"neurotoxicity,skin sense"
89-83-8,THYMOL,,neurotoxicity
89-98-5,"BENZALDEHYDE, O-CHLORO-",,"gastrointestinal liver,neurotoxicity"
892-20-6,"Stannane, triphenyl-",,neurotoxicity
89577-78-6,Aroclor 1252,"cancer,developmental",
89911-79-5,"N-NITROSO-2,3-DIHYDROXYPROPYL-2-HYDROXYPROPYLAMINE",,cancer
90-04-0,O-ANISIDINE,cancer,"cardiovascular blood,kidney,neurotoxicity,skin sense"
90-05-1,"METHYL CATECHOL, O-",,"gastrointestinal liver,neurotoxicity"
90-12-0,1-METHYLNAPHTHALENE,,respiratory
90-34-6,PRIMAQUINE,,"cardiovascular blood,kidney"
90-41-5,"[1,1'-Biphenyl]-2-amine",,"neurotoxicity,respiratory"
90-43-7,2-PHENYLPHENOL,cancer,"cardiovascular blood,developmental,neurotoxicity,reproductive,respiratory,skin sense"
90-72-2,"2,4,6-TRI(DIMETHYLAMINOMETHYL)PHENOL",,immunotoxicity
90-94-8,MICHLER'S KETONE,cancer,gastrointestinal liver
900-95-8,"STANNANE, ACETOXYTRIPHENYL",,"endocrine,immunotoxicity,neurotoxicity,skin sense"
9000-07-1,"Carrageenan, degraded",,cancer
9000-65-1,Tragacanth,,respiratory
9000-71-9,CASEIN,,respiratory
9002-68-0,MENOTROPINS,developmental,
9002-86-2,POLYVINYL CHLORIDE,,"gastrointestinal liver,respiratory"
9002-89-5,ALCOTEX 17F-H,,"gastrointestinal liver,neurotoxicity"
9002-93-1,OCTYLPHENOXYPOLYETHOXYETHANOL,,endocrine
9003-05-8,POLYACRYLAMIDE,,"neurotoxicity,respiratory"
9003-07-0,POLYPROPYLENE,,"gastrointestinal liver,respiratory"
9003-11-6,POLOXANLENE,,"gastrointestinal liver,neurotoxicity"
9003-35-4,"FORMALDEHYDE, PHENOL POLYMER",,"immunotoxicity,skin sense"
9003-39-8,POLYVINYL PYRROLIDONE,,gastrointestinal liver
9003-53-6,168N15,,"immunotoxicity,respiratory,skin sense"
9004-66-4,IRON DEXTRAN,cancer,
9005-64-5,POLYOXYETHYLENE (20) SORBITAN MONOLAURATE,,"cardiovascular blood,gastrointestinal liver"
9005-90-7,TURPENTINE GUM,,neurotoxicity
9006-42-2,METIRAM,"cancer,developmental",endocrine
9011-05-6,ACRISIN FS 017,,"immunotoxicity,respiratory,skin sense"
9016-45-9,2-(2-(2-(2-(NONYLPHENOXY)ETHOXY)ETHOXY)ETHOXY)ETHANOL,,endocrine
9016-87-9,POLYMERIC MDI,,respiratory
9036-19-5,OCTYLPHENOXY POLYETHOXYETHANOL,,endocrine
90982-32-4,CHLORIMURON ETHYL,,cardiovascular blood
91-08-7,"TOLUENE-2,6-DIISOCYANATE",cancer,"cardiovascular blood,gastrointestinal liver,immunotoxicity,respiratory,skin sense"
91-17-8,DECAHYDRONAPTHALENE,,"endocrine,gastrointestinal liver,kidney,respiratory,skin sense"
91-20-3,NAPHTHALENE,cancer,"cardiovascular blood,developmental,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
91-22-5,QUINOLINE,,"cancer,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
91-23-6,2-NITROANISOLE,cancer,"cardiovascular blood,respiratory"
91-40-7,PHENYLANTHRANILIC ACID,,kidney
91-53-2,"1,2-DIHYDRO-2,2,4-TRIMETHYL-6-ETHOXYQUINOLINE",,"immunotoxicity,skin sense"
91-57-6,2-METHYLNAPHTHALENE,,respiratory
91-59-8,2-AMINONAPHTHALENE,cancer,"cardiovascular blood,gastrointestinal liver,kidney"
91-64-5,COUMARIN,,"cancer,cardiovascular blood,gastrointestinal liver"
91-80-5,"1,2-ETHANEDIAMINE, N,N-DIMETHYL-N'-2-PYRIDINYL-N'-(2-THIENYLMETHYL)-",,neurotoxicity
91-93-0,"1,1'-BIPHENYL, 4,4'-DIISOCYANATO-3,3'-DIMETHOXY-",,"cancer,respiratory"
91-94-1,"3,3'-DICHLOROBENZIDINE",cancer,"gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
91-97-4,"1,1'-BIPHENYL, 4,4'-DIISOCYANATO-3,3'-DIMETHYL- (9CI)",,respiratory
91673-30-2,P-TERT.-BUTYLPHENOLFOMMAL-...,,"immunotoxicity,skin sense"
917-61-3,"Cyanic acid, sodium salt",,skin sense
919-16-4,LITHIUM CITRATE,developmental,
92-31-9,TOLUIDINE BLUE,,cardiovascular blood
92-43-3,1-PHENYL-3-PYRAZOLIDONE,,"immunotoxicity,skin sense"
92-52-4,BIPHENYL,,"cardiovascular blood,developmental,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
92-67-1,4-AMINOBIPHENYL,cancer,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory"
92-84-2,DIBENZOTHIAZINE,,"cardiovascular blood,gastrointestinal liver,immunotoxicity,neurotoxicity,skin sense"
92-87-5,BENZIDINE,cancer,"cardiovascular blood,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity"
92-93-3,4-NITROBIPHENYL,cancer,"gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
921-09-5,"TETRACHLOROBUTADIENE   (1,1,2,3-)",,"neurotoxicity,respiratory"
92177-49-6,NITROSO-2-OXOPROPYLETHANOLAMINE,,cancer
923-26-2,HYDROXYPROPYLMETHACRYLAT,,immunotoxicity
924-16-3,N-NITROSODI-N-BUTYLAMINE,cancer,"gastrointestinal liver,kidney,respiratory"
924-42-5,N-METHYLOLACRYLAMIDE,cancer,"neurotoxicity,reproductive"
929-06-6,(AMINO-2-ETHOXY)-2 ETHANOL,,"immunotoxicity,neurotoxicity,skin sense"
93-05-0,DIETHYL-P-PHENYLENEDIAMINE,,"cardiovascular blood,neurotoxicity,respiratory,skin sense"
93-15-2,Methyleugenol,cancer,
93-58-3,METHYL BENZOATE,,"gastrointestinal liver,neurotoxicity,skin sense"
93-65-2,MECOPROP,,"gastrointestinal liver,kidney"
93-76-5,"2,4,5-T",,"cancer,endocrine,neurotoxicity,reproductive"
93-78-7,"Acetic acid, (2,4,5-trichlorophenoxy)-, 1-methylethyl ester",,"gastrointestinal liver,neurotoxicity"
93-89-0,ETHYL BENZOATE,,"neurotoxicity,skin sense"
930-27-8,3-METHYLFURAN,,"neurotoxicity,skin sense"
930-55-2,N-NITROSOPYRROLIDINE,cancer,gastrointestinal liver
934-73-6,1-CHLORO-4-(METHYLSULFINYL)BENZENE,,"gastrointestinal liver,kidney,neurotoxicity,respiratory"
94-09-7,BENZOCAINE,,"immunotoxicity,kidney,skin sense"
94-11-1,"2,4-D, ISOPROPYL ESTER",,"gastrointestinal liver,kidney,neurotoxicity"
94-13-3,PARABENS,,skin sense
94-28-0,"2,2'-ETHYLENEDIOXYDIETHYL BIS(2-ETHYLHEXANOATE)",,"gastrointestinal liver,kidney,neurotoxicity"
94-36-0,BENZOYL PEROXIDE,,"immunotoxicity,skin sense"
94-52-0,6-nitrobenzimidazole,,cancer
94-58-6,DIHYDROSAFROLE,cancer,
94-59-7,SAFROLE,cancer,"gastrointestinal liver,kidney,neurotoxicity,reproductive"
94-62-2,PIPERINE,,respiratory
94-74-6,METHOXONE,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
94-75-7,"2,4-D",,"cancer,cardiovascular blood,developmental,endocrine,gastrointestinal liver,neurotoxicity,reproductive,respiratory,skin sense"
94-78-0,PHENAZOPYRIDINE,cancer,kidney
94-80-4,"2,4-D BUTYL ESTER",,"developmental,gastrointestinal liver,kidney,neurotoxicity"
94-82-6,"2,4-DB",reproductive,"developmental,gastrointestinal liver"
94088-85-4,DOXYCYCLINE CALCIUM (INTERNAL USE),developmental,
94361-06-5,CYPROCONAZOLE (SAN 619F),,cancer
944-22-9,FONOFOS,,neurotoxicity
95-06-7,SULFALLATE,cancer,skin sense
95-14-7,"1,2,-AMINOZOPHENYLENE",,"neurotoxicity,respiratory"
95-47-6,O-XYLENE,,"cardiovascular blood,developmental,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,respiratory,skin sense"
95-48-7,O-CRESOL,,"cancer,cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
95-49-8,2-CHLOROTOLUENE,,"neurotoxicity,respiratory,skin sense"
95-50-1,"1,2-DICHLOROBENZENE",,"endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,skin sense"
95-51-2,1-AMINO-2-CHLOROBENZENE,,"cardiovascular blood,endocrine"
95-53-4,O-TOLUIDINE,cancer,"cardiovascular blood,kidney,neurotoxicity,respiratory,skin sense"
95-54-5,O-PHENYLENEDIAMINE,cancer,"immunotoxicity,skin sense"
95-55-6,1-AMINO-2-HYDROXYBENZENE,,"cardiovascular blood,immunotoxicity,respiratory,skin sense"
95-57-8,2-CHLOROPHENOL,,"neurotoxicity,skin sense"
95-63-6,"1,2,4-TRIMETHYLBENZENE",,"cardiovascular blood,neurotoxicity,respiratory"
95-65-8,"1,3,4-XYLENOL",,"neurotoxicity,respiratory"
95-68-1,"1-AMINO-2,4-DIMETHYLBENZENE",,cancer
95-69-2,P-CHLORO-O-TOLUIDINE,cancer,
95-70-5,"2,5-DIAMINOTOLUENE",cancer,immunotoxicity
95-76-1,"1-AMINO-3,4-DICHLOROBENZENE",,"endocrine,neurotoxicity,respiratory"
95-80-7,"2,4-DIAMINOTOLUENE",cancer,"cardiovascular blood,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
95-81-8,2-Chloro-m-toluidine,,cardiovascular blood
95-82-9,"2,5-DICHLOROBENZENAMINE",,"neurotoxicity,respiratory"
95-83-0,4-CHLORO-ORTHO-PHENYLENEDIAMINE,cancer,gastrointestinal liver
95-87-4,"1,2,5-XYLENOL",,"neurotoxicity,respiratory"
95-94-3,"1,2,4,5-TETRACHLORBENZOL",,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
95-95-4,"2,4,5-TRICHLOROPHENOL",,"cardiovascular blood,respiratory,skin sense"
950-37-8,METHIDATHION,,"cancer,immunotoxicity,neurotoxicity,skin sense"
957-51-7,DIPHENAMID,,gastrointestinal liver
959-98-8,ALPHA-ENDOSULFAN,,endocrine
96-09-3,STYRENE OXIDE,cancer,"developmental,gastrointestinal liver,reproductive,respiratory,skin sense"
96-12-8,"1,2-DIBROMO-3-CHLOROPROPANE (DBCP)","cancer,reproductive","developmental,endocrine,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
96-13-9,"2,3-DIBROMO-1-PROPANOL",cancer,gastrointestinal liver
96-18-4,"1,2,3-TRICHLOROPROPANE",cancer,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory"
96-22-0,DIETHYL KETONE,,neurotoxicity
96-24-2,CHLORHYDRIN,,"neurotoxicity,reproductive,skin sense"
96-29-7,2-BUTANONE OXIME,,"immunotoxicity,skin sense"
96-31-1,"1,3-DIMETHYLUREA",,developmental
96-33-3,METHYL ACRYLATE,,"immunotoxicity,neurotoxicity,respiratory,skin sense"
96-45-7,ETHYLENE THIOUREA,"cancer,developmental","cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,reproductive,skin sense"
96-48-0,"1,2-BUTANOLIDE",,"neurotoxicity,respiratory"
96-69-5,"1,1'-THIOBIS(2-METHYL-4-HYDROXY-5-TERT-BUTYLBENZENE)",,"gastrointestinal liver,immunotoxicity,skin sense"
961-11-5,TETRACHLORVINPHOS,,"cancer,kidney,neurotoxicity,skin sense"
96489-71-3,PYRIDABEN,,"neurotoxicity,respiratory"
97-00-7,"1,3-DINITRO-4-CHLOROBENZENE",,immunotoxicity
97-18-7,"2,2'-THIOBIS(4,6-DICHLORO)PHENOL",,"immunotoxicity,skin sense"
97-23-4,DICHLOROPHENE,developmental,"immunotoxicity,skin sense"
97-24-5,Fentichlor,,"immunotoxicity,skin sense"
97-51-8,"BENZALDEHYDE, 2-HYDROXY-5-NITRO-",,"neurotoxicity,skin sense"
97-53-0,EUGENOL,,"gastrointestinal liver,immunotoxicity,neurotoxicity,skin sense"
97-56-3,C.I. SOLVENT YELLOW 3,cancer,"gastrointestinal liver,immunotoxicity,skin sense"
97-63-2,"2-METHYL-2-PROPENOIC ACID, ETHYL ESTER",,"immunotoxicity,neurotoxicity,respiratory,skin sense"
97-74-5,ACETO TMTM,,"cardiovascular blood,gastrointestinal liver,immunotoxicity"
97-77-8,DISULFIRAM,,"cardiovascular blood,developmental,gastrointestinal liver,immunotoxicity,musculoskeletal,neurotoxicity,skin sense"
97-86-9,2-METHYLPROPYL 2-METHYL-2-PROPENOATE,,"immunotoxicity,skin sense"
97-88-1,2-METHYL-BUTYLACRYLAAT,,"immunotoxicity,skin sense"
97-90-5,"1,2-BIS(METHACRYLOYLOXY)ETHANE",,"immunotoxicity,skin sense"
97048-13-0,UROFOLLITROPIN,developmental,
97886-45-8,DITHIOPYR (MON 7200),,"cardiovascular blood,gastrointestinal liver"
98-00-0,FURFURYL ALCOHOL,,"neurotoxicity,respiratory"
98-01-1,FURFURAL,,"cancer,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
98-07-7,BENZOIC TRICHLORIDE,cancer,"cardiovascular blood,developmental,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
98-08-8,TRIFLUOROMETHYLBENZENE,,neurotoxicity
98-16-8,"BENZENAMINE, 3-(TRIFLUOROMETHYL)-",,"neurotoxicity,respiratory"
98-29-3,P-(T-BUTYL)CATECHOLS,,skin sense
98-51-1,P-TERT-BUTYLTOLUENE,,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
98-54-4,1-HYDROXY-4-TERT-BUTYLBENZENE,,"endocrine,neurotoxicity,skin sense"
98-56-6,(P-CHLOROPHENYL)TRIFLUOROMETHANE,,"cardiovascular blood,gastrointestinal liver"
98-57-7,1-CHLORO-4-(METHYLSULFONYL)BENZENE,,"gastrointestinal liver,neurotoxicity,respiratory"
98-82-8,CUMENE,,"gastrointestinal liver,neurotoxicity,skin sense"
98-83-9,ALPHA-METHYLSTYRENE,,"neurotoxicity,skin sense"
98-86-2,ACETOPHENONE,,skin sense
98-87-3,BENZAL CHLORIDE,,"cancer,neurotoxicity,respiratory"
98-88-4,BENZOYL CHLORIDE,,"cancer,developmental,respiratory,skin sense"
98-94-2,(DIMETHYLAMINO)CYCLOHEXANE,,neurotoxicity
98-95-3,NITROBENZENE,cancer,"cardiovascular blood,kidney,neurotoxicity,reproductive,respiratory,skin sense"
989-38-8,C.I. BASIC RED 1,,cardiovascular blood
99-04-7,3-METHYLBENZOIC ACID,,"gastrointestinal liver,neurotoxicity"
99-08-1,1-METHYL-3-NITROBENZENE,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
99-09-2,M-NITROANILINE,,cardiovascular blood
99-30-9,DICHLORAN,,"cardiovascular blood,gastrointestinal liver,skin sense"
